,Title,Vote Average,Genre
,Trance,6.5,Comedy|Crime
,Soul Plane,4.7,Comedy|Romance
,Welcome to the Sticks,6.8,Action|Comedy
,Good,6.3,Comedy|Drama
,Enter the Void,7.2,Comedy
,Vamps,4.8,Drama|Romance
,Hachi: A Dog's Tale,7.7,Comedy|Crime|Thriller
,Zulu,6.7,Comedy|Crime|Drama
,The Homesman,6.4,Animation
,Juwanna Mann,4.2,Comedy|Drama|Romance
,Ararat,5.7,Drama
,Madison,5.3,Comedy|Drama|Romance
,Slow Burn,5.5,Drama
,Wasabi,6.2,Comedy
,Slither,6.3,Drama|Romance|Sci-Fi|Thriller
,Beverly Hills Cop,6.8,Documentary
,Home Alone,7.1,Comedy|Drama
,Three Men and a Baby,5.8,Comedy|Romance
,Tootsie,6.9,Comedy
,Top Gun,6.7,Comedy
,"Crouching Tiger, Hidden Dragon",7.2,Action|Sci-Fi|Thriller
,American Beauty,7.9,Comedy
,The King's Speech,7.6,Action|Adventure|Horror|Sci-Fi
,Twins,5.7,Drama
,The Yellow Handkerchief,6.4,Documentary
,The Color Purple,7.7,Crime|Thriller
,Tidal Wave,6.5,Comedy|Horror
,The Imitation Game,8,Drama|Romance
,Private Benjamin,6,Thriller
,Coal Miner's Daughter,7.2,Drama
,Diary of a Wimpy Kid,5.9,Drama
,Mama,6,Drama
,National Lampoon's Vacation,7.1,Drama|Film-Noir
,Bad Grandpa,6,Comedy|Horror|Sci-Fi
,The Queen,6.8,Action|Horror|Sci-Fi
,Beetlejuice,7.1,Adventure|Sci-Fi
,Why Did I Get Married?,6.1,Action|Crime
,Little Women,7,Action|Adventure|Comedy|Fantasy|Horror|Thriller
,The Woman in Black,6.1,Comedy
,When a Stranger Calls,5.4,Drama
,Big Fat Liar,5.6,Drama|Romance
,The Deer Hunter,7.8,Drama
,Wag the Dog,6.7,Comedy|Fantasy
,The Lizzie McGuire Movie,5.7,Comedy
,Snitch,5.8,Drama|Fantasy
,Krampus,5.9,Action|Adventure|Crime|Sci-Fi|Thriller
,The Faculty,6.2,Comedy|Drama|Romance
,What's Love Got to Do with It,6.9,Documentary|Drama
,Cop Land,6.6,Action|Adventure|Sci-Fi
,Not Another Teen Movie,5.5,Comedy|Romance
,End of Watch,7.2,Drama
,The Skulls,5.8,Comedy|Film-Noir|Thriller
,The Theory of Everything,7.8,Adventure|Drama|Mystery
,Malibu's Most Wanted,4.7,Horror|Romance
,Where the Heart Is,6.9,Horror
,Lawrence of Arabia,7.8,Horror
,Halloween II,5.1,Horror
,Wild,7,Horror
,The Last House on the Left,6.2,Horror
,The Wedding Date,6.2,Drama
,Halloween: Resurrection,4.5,Action|Adventure|Sci-Fi
,The Princess Bride,7.6,Action|Sci-Fi
,The Great Debaters,6.9,Action|Adventure|Sci-Fi
,Drive,7.4,Action|Adventure|Sci-Fi
,Confessions of a Teenage Drama Queen,5.1,Horror
,The Object of My Affection,5.6,Horror
,28 Weeks Later,6.5,Horror
,When the Game Stands Tall,6.3,Drama|Horror|Sci-Fi
,Because of Winn-Dixie,6.1,Horror
,Love & Basketball,7.4,Horror
,Grosse Pointe Blank,6.9,Horror
,All About Steve,4.7,Horror
,Book of Shadows: Blair Witch 2,4.3,Horror
,The Craft,6.3,Drama|Fantasy|Horror
,Match Point,7.3,Horror
,Ramona and Beezus,6.1,Horror|Sci-Fi
,The Remains of the Day,7.5,Comedy|Horror|Musical|Sci-Fi
,Boogie Nights,7.5,Sci-Fi
,Nowhere to Run,5.5,Comedy|Documentary
,Flicka,6.1,Horror|Sci-Fi
,The Hills Have Eyes 2,5.2,Sci-Fi
,Urban Legends: Final Cut,4.4,Action|Drama|Sci-Fi
,Tuck Everlasting,6.4,Sci-Fi
,The Marine,5,Horror|Sci-Fi|Thriller
,Keanu,6,Sci-Fi
,Country Strong,5.9,Sci-Fi
,Disturbing Behavior,5.5,Horror|Sci-Fi
,The Place Beyond the Pines,6.8,Horror|Sci-Fi
,The November Man,6,War
,Eye of the Beholder,5.3,War
,The Hurt Locker,7.2,Comedy|Romance
,Firestarter,5.9,Drama|Sci-Fi|Thriller
,Killing Them Softly,5.8,Drama
,A Most Wanted Man,6.5,Drama|Fantasy
,Freddy Got Fingered,4.6,Comedy|Drama|Romance
,VeggieTales: The Pirates Who Don't Do Anything,5.9,Drama|Thriller
,U2 3D,6.7,Documentary|Musical
,Highlander: Endgame,4.4,Comedy
,Idlewild,5.1,Comedy|Drama|Romance
,One Day,7,Drama
,Whip It,6.7,Comedy|Romance|Sci-Fi
,Knockaround Guys,5.9,Drama
,Confidence,6.4,Action|Adventure|Comedy
,The Muse,5.3,Comedy|Drama
,De-Lovely,6.3,Comedy|Drama
,New York Stories,6.2,Drama|Mystery
,Barney's Great Adventure,2.9,Adventure|Animation|Children|Drama
,The Man with the Iron Fists,5.2,Crime|Drama|Mystery|Thriller
,Home Fries,4.8,Documentary
,Here On Earth,5.4,Comedy|Romance
,Brazil,7.5,Drama
,Raise Your Voice,6,Action|Crime
,The Big Lebowski,7.8,Documentary
,Black Snake Moan,6.6,Comedy
,Dark Blue,6.5,Drama
,A Mighty Heart,6.7,Comedy
,Whatever It Takes,5,Comedy|Drama|Romance
,Boat Trip,4.7,Sci-Fi
,The Importance of Being Earnest,6.7,Comedy|Horror
,The Love Letter,4.7,Animation|Comedy|Musical
,Hoot,5.5,Action|Comedy|Sci-Fi|Western
,In Bruges,7.4,Drama
,Peeples,5.6,Drama
,The Rocker,5.6,Drama|Romance
,Post Grad,5,Drama
,Promised Land,6,Comedy|Romance
,Whatever Works,6.8,Thriller
,The In Crowd,4.7,Romance
,The Three Burials of Melquiades Estrada,7,Children|Comedy
,Jakob the Liar,6,Drama|Horror|Thriller
,Kiss Kiss Bang Bang,7.2,Drama
,Idle Hands,6.1,Drama|Mystery|Thriller
,Mulholland Drive,7.6,Horror|Thriller
,Blood and Chocolate,5.4,Drama
,You Will Meet a Tall Dark Stranger,5.8,Comedy|Romance
,Never Let Me Go,6.8,Action|Comedy|Sci-Fi
,The Company,7,Comedy|Fantasy|Sci-Fi
,Transsiberian,6.5,Comedy
,The Clan of the Cave Bear,4.8,Horror|Thriller
,Crazy in Alabama,6.5,Action|Adventure|Children|Comedy
,Funny Games,6.3,Comedy|Romance
,Listening,5.5,Action|Horror|Sci-Fi|Thriller
,Felicia's Journey,6.6,Action|Comedy|Fantasy
,Metropolis,8,Comedy|Romance
,District B13,6.5,Drama
,Things to Do in Denver When You're Dead,6.7,Crime|Film-Noir
,The Assassin,6.6,Crime|Film-Noir
,Buffalo Soldiers,6.5,Action|Drama|Romance|War
,The Return,7.4,Drama|Romance
,Ong Bak 2,6,Drama|Romance|War
,Centurion,5.9,Crime|Drama
,Silent Trigger,5,Drama|Romance
,The Midnight Meat Train,6,Adventure|Comedy|Romance
,Winnie Mandela,5.2,Adventure|Drama|Thriller
,The Son of No One,4.8,Action|Adventure|Comedy|Fantasy|Mystery
,All The Queen's Men,6.1,Comedy
,The Good Night,5.7,Action|Drama|Thriller
,Bathory: Countess of Blood,5.6,Comedy|Drama
,Khumba,5.8,Drama
,Automata,5.6,Horror|Sci-Fi
,Dungeons & Dragons: Wrath of the Dragon God,4.8,Action|Crime|Thriller
,Chiamatemi Francesco - Il Papa della gente,7.3,Comedy|Drama
,Shinjuku Incident,6.7,Drama
,Pandaemonium,4.5,Drama
,Groundhog Day,7.4,Drama
,Magic Mike XXL,6.3,Comedy|Horror|Musical
,Romeo + Juliet,6.7,Comedy|Horror
,Sarah's Key,7.2,Action|Adventure|Comedy
,Freedom,5.8,Drama|Mystery
,Unforgiven,7.7,Comedy|Drama
,Manderlay,6.9,Comedy|Drama
,Slumdog Millionaire,7.6,Comedy|Mystery
,Fatal Attraction,6.6,Thriller
,Pretty Woman,7,Horror
,Crocodile Dundee II,5.5,Drama
,Broken Horses,5,Action
,Born on the Fourth of July,6.7,Drama
,Cool Runnings,6.8,Drama
,My Bloody Valentine,5.3,Comedy
,Stomp the Yard,6.1,Drama
,The Spy Who Loved Me,6.6,Adventure|Animation|Children|Drama|Sci-Fi
,Urban Legend,5.6,Drama|Horror|Mystery
,Good Deeds,6.2,Action|Mystery
,White Fang,6.5,Crime|Drama|Romance|Thriller
,Superstar,5.1,Comedy|Drama
,The Iron Lady,6.2,Comedy|Drama
,Jonah: A VeggieTales Movie,6.4,Comedy
,Poetic Justice,6.9,Comedy
,All About the Benjamins,5.8,Crime|Drama
,Vampire in Brooklyn,4.5,Comedy
,Exorcist II: The Heretic,4.5,Drama
,An American Haunting,5.3,Comedy
,My Boss's Daughter,4.4,Drama
,A Perfect Getaway,6.2,Comedy|Romance
,Our Family Wedding,5.7,Drama
,Dead Man on Campus,5.6,Documentary
,Tea with Mussolini,5.8,Drama
,Thinner,5.5,Crime|Drama|Romance|Thriller
,"New York, New York",6.1,Comedy
,Crooklyn,6.7,Comedy|Horror
,I Think I Love My Wife,5,Horror
,Jason X,4.5,Horror
,Bobby,6.4,Horror
,Head Over Heels,5.3,Horror
,Fun Size,5.5,Horror
,The Diving Bell and the Butterfly,7.4,Comedy
,Little Children,6.9,Horror
,Gossip,5.5,Comedy
,A Walk on the Moon,6.2,Horror
,Catch a Fire,6.4,Horror|Thriller
,Soul Survivors,4.4,Comedy
,Jefferson in Paris,5.2,Comedy
,Easy Virtue,6.3,Comedy|Horror|Romance|Thriller
,Caravans,5.8,Adventure|Comedy|Romance
,Mr. Turner,6.3,Comedy
,Wild Grass,5.8,Comedy
,Amen.,7.1,Comedy|Drama|Fantasy|Romance
,Reign of Assassins,6.7,Children|Comedy
,The Lucky Ones,6.3,Comedy
,Margaret,6.1,Adventure|Animation|Children|Drama|Fantasy
,Stan Helsing,4,Drama|Romance
,Flipped,7.4,Action|Drama|Romance|Thriller
,Brokeback Mountain,7.5,Crime|Drama|Mystery|Romance|Thriller
,Clueless,6.9,Children|Comedy
,Far from Heaven,6.9,Comedy|Romance
,Hot Tub Time Machine 2,5,Comedy|Thriller
,Quills,6.8,Action|Sci-Fi
,Seven Psychopaths,6.7,Action|Sci-Fi
,The Caveman's Valentine,6,Comedy
,Downfall,7.7,Animation|Horror|Mystery|Thriller
,The Sea Inside,7.2,Comedy
,Under the Skin,6,Action|Thriller
,"Good Morning, Vietnam",7.1,Documentary
,The Last Godfather,4.7,Horror
,Justin Bieber: Never Say Never,4.8,Action|War
,Black Swan,7.3,Action|War
,The Godfather: Part II,8.3,Action
,Save the Last Dance,6.3,Action|War
,A Nightmare on Elm Street 4: The Dream Master,5.8,Drama|Mystery|Romance|Thriller
,Miracles from Heaven,6.7,Drama
,"Dude, Where’s My Car?",5.2,Adventure|Drama
,Young Guns,6.6,Adventure|Romance
,St. Vincent,7.1,Action|Adventure|Drama
,About Last Night,6,Documentary|Drama
,10 Things I Hate About You,7.3,Drama
,The New Guy,5.7,Action|Adventure|Fantasy
,National Lampoon's Loaded Weapon 1,5.7,Horror|Sci-Fi|Thriller
,The Shallows,6.2,Children|Comedy
,The Butterfly Effect,7.3,Comedy
,Snow Day,4.8,Drama
,This Christmas,7.1,Drama
,Baby Geniuses,3.3,Drama
,The Big Hit,6.1,Romance|War
,Harriet the Spy,5.7,Comedy|Romance
,Child's Play 2,5.8,Action|Adventure|Comedy|Thriller
,No Good Deed,5.6,Comedy
,The Mist,6.7,Comedy|Romance
,Ex Machina,7.6,Comedy|Crime|Thriller
,Being John Malkovich,7.3,Drama
,Two Can Play That Game,6.6,Drama|Thriller
,Earth to Echo,5.7,Horror|Mystery|Thriller
,Crazy/Beautiful,6.6,Crime|Drama
,Letters from Iwo Jima,7.2,Comedy|Romance
,The Astronaut Farmer,6.2,Drama|Mystery
,Woo,5.5,Comedy|Drama
,Room,8.1,Adventure|Children|Comedy|Drama
,Dirty Work,6.5,Adventure|Drama|Romance
,Serial Mom,6.4,Drama
,Dick,5.7,Comedy|Drama
,Light It Up,6.6,Drama|Thriller
,54,5.5,Adventure|Sci-Fi|Thriller
,Bubble Boy,5.1,Drama
,Birthday Girl,6.1,Horror|Mystery
,21 & Over,5.7,Horror
,"Paris, je t'aime",6.8,Horror
,Resurrecting the Champ,5.9,Thriller
,Admission,5.4,Adventure|Animation|Comedy|Fantasy|Musical
,The Widow of Saint-Pierre,6.7,Comedy|Drama
,Chloe,5.9,Documentary|Musical
,Faithful,4.8,Comedy
,Find Me Guilty,6.5,Comedy|Drama
,The Perks of Being a Wallflower,7.7,Drama
,Excessive Force,4.5,Adventure|Comedy|Musical
,Infamous,6.4,Comedy
,The Claim,5.6,Comedy
,The Vatican Tapes,4.6,Drama
,Attack the Block,6.3,Comedy|Horror|Thriller
,In the Land of Blood and Honey,5.8,Horror
,The Call,6.6,Drama
,Operation Chromite,5.8,Comedy
,The Crocodile Hunter: Collision Course,5.3,Adventure|Drama|Thriller
,I Love You Phillip Morris,6.4,Adventure|Fantasy
,Quest for Fire,7.1,Drama|Mystery|Romance
,Antwone Fisher,6.7,Comedy|Musical|Romance
,The Emperor's Club,6.9,Drama|Mystery|Romance
,True Romance,7.5,Animation|Children|Fantasy
,Womb,5.9,Drama|Musical
,Glengarry Glen Ross,7.5,Horror
,The Killer Inside Me,6,Action|Adventure|Comedy
,Cat People,6,Action|Adventure|Comedy
,Sorority Row,5.4,Action|Crime|Drama|Thriller
,The Prisoner of Zenda,8.4,Drama
,Lars and the Real Girl,7.1,Comedy|Drama
,The Boy in the Striped Pyjamas,7.7,Comedy|Romance
,Dancer in the Dark,7.6,Drama|Romance
,Oscar and Lucinda,6.2,Children|Comedy
,The Funeral,7.3,Action|Comedy
,Solitary Man,5.8,Comedy|Romance
,Machete,6.3,Children|Comedy
,Casino Jack,6,Action|Adventure|Comedy|Drama|War
,The Land Before Time,7,Comedy
,Tae Guk Gi: The Brotherhood of War,7.4,Action|Drama
,The Perfect Game,6.3,Action|Adventure|Drama
,The Exorcist,7.5,Drama|Romance
,Jaws,7.5,Adventure|Drama
,American Pie,6.4,Western
,Ernest & Celestine,7.6,Comedy|War
,The Golden Child,5.6,Horror|Mystery
,Think Like a Man,6.9,Adventure|Animation|Children
,Barbershop,6.2,Horror|Sci-Fi
,Star Trek II: The Wrath of Khan,7.3,Horror|Sci-Fi
,Ace Ventura: Pet Detective,6.4,Horror|Mystery|Thriller
,WarGames,7,Horror|Thriller
,Witness,7,Drama
,Act of Valor,6.3,Action|Adventure|Drama
,Step Up,6.7,Drama|Romance
,Beavis and Butt-Head Do America,6.5,Comedy
,Jackie Brown,7.3,Drama
,Harold & Kumar Escape from Guantanamo Bay,6.2,Documentary
,Chronicle,6.6,Drama|Romance
,Yentl,6.2,Drama
,Time Bandits,6.6,Crime|Drama|Thriller
,Crossroads,4.7,Comedy|Sci-Fi
,Project X,6.5,Comedy|Drama
,Patton,7.3,Comedy
,One Hour Photo,6.6,Action|Adventure|Sci-Fi|Thriller
,Quarantine,5.5,Crime|Thriller
,The Eye,5.5,Comedy
,Johnson Family Vacation,4.7,Drama|Romance|War
,How High,6.3,Drama|Romance
,The Muppet Christmas Carol,7.2,Western
,Frida,7.3,Crime|Drama|Western
,Katy Perry: Part of Me,6.5,Comedy
,The Fault in Our Stars,7.6,Action|Comedy
,Rounders,6.9,Drama
,Top Five,6.3,Comedy|Drama
,Prophecy,5.4,Drama|Romance
,Stir of Echoes,6.5,Drama
,Philomena,7.4,Drama|Romance
,The Upside of Anger,6.4,Documentary
,The Boys from Brazil,6.6,Comedy|Crime|Drama|Fantasy
,Aquamarine,5.8,Drama
,Paper Towns,6.1,Drama
,My Baby's Daddy,4.3,Drama|Musical
,Nebraska,7.4,Comedy|Romance
,Tales from the Crypt: Demon Knight,6.7,Adventure|Comedy|Romance
,Max Keeble's Big Move,5.4,Comedy
,Young Adult,5.6,Drama|Sci-Fi
,Crank,6.6,Drama|Thriller
,Def Jam's How to Be a Player,5.3,Drama|Film-Noir|Mystery|Romance
,Living Out Loud,5.3,Musical|Romance|War
,Just Wright,6.1,Drama|Romance
,Rachel Getting Married,6.1,Drama|Romance
,The Postman Always Rings Twice,6.4,Action|Drama|War
,Girl with a Pearl Earring,6.4,Mystery
,Das Boot,7.9,Comedy|Musical
,Sorority Boys,4.6,Action|Adventure|Thriller
,About Time,7.8,Action|Adventure|Thriller
,House of Flying Daggers,7.1,Action|Adventure|Thriller
,Arbitrage,6.1,Adventure|Drama|Romance
,Project Almanac,6.4,Action|Western
,Cadillac Records,6.9,Crime|Drama|Thriller
,Screwed,4.9,Children|Comedy
,Fortress,5.7,Drama
,For Your Consideration,5.9,Drama
,Celebrity,6,Action|Crime|Thriller
,Running with Scissors,5.8,Drama
,From Justin to Kelly,3,Drama
,Girl 6,5.7,Action|Crime|Drama|Thriller
,In the Cut,4.6,Drama
,Two Lovers,6.6,Comedy|Drama
,Last Orders,6,Comedy|Romance
,The Host,6.7,Crime|Drama
,The Pursuit of D.B. Cooper,6.8,Drama
,Ravenous,6.9,Action
,Charlie Bartlett,6.5,Adventure|Drama
,The Great Beauty,7.3,Drama|Thriller
,The Dangerous Lives of Altar Boys,6.4,Adventure|Comedy|Fantasy|Sci-Fi
,Stoker,6.5,Drama|Romance
,2046,6.9,Adventure|Drama
,Married Life,6.1,Drama|Fantasy|Musical
,Duma,6.9,Drama|War
,Ondine,6.5,Comedy|Crime|Drama
,Brother,6.8,Horror|Thriller
,Welcome to Collinwood,6.2,Comedy|Drama
,Critical Care,6.1,Drama
,The Life Before Her Eyes,6.1,Comedy|Drama
,Darling Companion,5.3,Comedy|Romance
,Trade,6.8,Drama
,Fateless,6.5,Comedy|Drama
,Breakfast of Champions,5.2,Documentary
,"A Woman, a Gun and a Noodle Shop",4.8,Horror|Thriller
,Cypher,6.7,Thriller
,City of Life and Death,7.6,Documentary
,Legend of a Rabbit,3,Action|Crime|Drama|Sci-Fi|Thriller
,Space Battleship Yamato,6.3,Action|Crime|Sci-Fi|Thriller
,5 Days of War,5.8,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery
,Triangle,6.9,Drama
,10 Days in a Madhouse,4.3,Action|Adventure|Thriller
,Heaven is for Real,6,Action|Adventure|Thriller
,Snatch,7.7,Action|Adventure|Thriller
,Dancin' It's On,4.3,Horror|Thriller
,Pet Sematary,6.4,Action|Adventure|Thriller
,Madadayo,7.5,Drama
,The Cry of the Owl,5.5,Horror|Thriller
,A Tale of Three Cities,6.3,Drama
,Gremlins,6.9,Comedy|Drama|Fantasy
,Star Wars,8.1,Drama|Romance
,Dirty Grandpa,5.7,Comedy
,Doctor Zhivago,7.4,Action|Adventure|Animation|Drama|Fantasy
,Trash,7.1,Drama
,High School Musical 3: Senior Year,6.2,Documentary
,The Fighter,7.2,Comedy|Drama|Romance|War
,Jackass Number Two,6.4,Comedy|Romance
,My Cousin Vinny,7.3,Thriller
,If I Stay,7.3,Drama|Thriller
,Drive Hard,3.9,Documentary
,Major League,6.6,Drama|Sci-Fi
,St. Trinian's,5.6,Drama
,Phone Booth,6.7,Drama
,A Walk to Remember,7.5,Drama
,Dead Man Walking,7.3,Comedy
,Cruel Intentions,6.6,Comedy|Horror
,Saw VI,6,Comedy
,History of the World: Part I,6.5,Thriller
,The Secret Life of Bees,7.4,Horror
,Corky Romano,4.1,Horror
,Raising Cain,5.9,Comedy|Horror|Sci-Fi
,F.I.S.T.,6.4,Crime|Drama
,Invaders from Mars,5.5,Action|Drama
,Brooklyn,7.2,Horror
,Barry Lyndon,7.7,Comedy|War
,Out Cold,5.8,Comedy|Romance
,The Ladies Man,5.7,Horror|Sci-Fi
,Quartet,6.3,Western
,Tomcats,4.9,Comedy|Horror
,Frailty,7,Comedy
,Woman in Gold,7.3,Action|Drama
,Kinsey,6.6,Action|Adventure
,Army of Darkness,7.3,Comedy
,Slackers,5.4,Action|Drama|Sci-Fi|Thriller
,What's Eating Gilbert Grape,7.5,Comedy|Sci-Fi
,The Visual Bible: The Gospel of John,8.2,Adventure|Animation|Children|Comedy|Musical
,Vera Drake,6.8,Comedy|Drama|War
,The Guru,5.1,Adventure|Drama
,The Perez Family,6.6,Western
,Inside Llewyn Davis,7.2,Drama
,O,5.8,Comedy
,Return to the Blue Lagoon,5.1,Comedy
,The Molly Maguires,5.9,Comedy
,Romance & Cigarettes,6,Comedy
,Copying Beethoven,6.2,Comedy
,Brighton Rock,5.6,Mystery|Romance|Thriller
,Saw V,5.9,Comedy|Drama
,Machine Gun McCain,7.3,Comedy|Romance
,LOL,5.9,Drama
,Jindabyne,5.7,Comedy
,Kabhi Alvida Naa Kehna,6.1,Comedy|War
,An Ideal Husband,6.3,Drama
,The Last Days on Mars,5.2,Comedy|Drama
,Darkness,5.6,Adventure|Comedy|Fantasy
,2001: A Space Odyssey,7.9,Drama|War
,E.T. the Extra-Terrestrial,7.3,Adventure|Animation|Children|Fantasy|Sci-Fi
,In the Land of Women,5.8,Thriller
,The Blue Butterfly,6.8,Crime|Drama|Thriller
,There Goes My Baby,8.5,Comedy
,Housefull,5.2,Horror|Sci-Fi
,September Dawn,5,Drama
,For Greater Glory - The True Story of Cristiada,6.4,Comedy|Drama|Musical
,The Bélier Family,7,Comedy|Musical
,Good Will Hunting,7.9,Action|Drama|War
,Misconduct,5.3,Drama|Thriller
,Saw III,6.1,Drama|Thriller
,Stripes,6.5,Drama
,Bring It On,5.8,Action|Drama|War
,The Purge: Election Year,6.1,Comedy|Drama
,She's All That,5.7,Drama|Mystery
,Saw IV,5.9,Drama
,White Noise,5.6,Adventure|Comedy|Sci-Fi
,Madea's Family Reunion,6,Comedy|Drama
,The Color of Money,6.7,Comedy|Romance
,The Longest Day,7.2,Drama|Romance
,The Mighty Ducks,6.4,Western
,The Grudge,5.8,Drama|Horror
,Happy Gilmore,6.5,Comedy
,Jeepers Creepers,6.1,Documentary
,Bill & Ted's Excellent Adventure,6.7,Drama
,Oliver!,7,Comedy|Drama|Romance
,The Best Exotic Marigold Hotel,6.9,Drama|Sci-Fi
,Recess: School's Out,6.6,Fantasy|Horror|Mystery|Romance
,Mad Max Beyond Thunderdome,5.9,Action|Adventure|Thriller
,Commando,6.4,Drama
,The Boy,5.8,Documentary
,Devil,5.8,Horror
,Friday After Next,6,Children|Comedy|Fantasy
,Insidious: Chapter 3,6.2,Comedy|Fantasy|Romance
,The Last Dragon,6.4,Comedy|Fantasy
,The Lawnmower Man,5.4,Drama
,Nick and Norah's Infinite Playlist,6.4,Drama
,Dogma,6.8,Drama|War
,The Banger Sisters,5.5,Drama
,Twilight Zone: The Movie,6.2,Drama|Western
,Road House,6.3,Drama|Romance
,A Low Down Dirty Shame,6,Drama
,Swimfan,5,Comedy
,Employee of the Month,5.3,Comedy|Drama|Romance
,Can't Hardly Wait,6.1,Drama
,The Outsiders,6.9,Comedy|Drama|Romance
,Pete's Dragon,6.2,Drama
,The Dead Zone,6.9,Drama|Thriller
,Sinister 2,5.4,Crime|Romance|Thriller
,Sparkle,5.8,Drama|Romance
,Valentine,5,Action|Comedy|Crime|Thriller
,The Fourth Kind,5.8,Drama|Mystery
,A Prairie Home Companion,6.4,Drama|Romance
,Sugar Hill,5.2,Action|Drama
,Invasion U.S.A.,5.3,Comedy|Drama|Fantasy|Romance
,Roll Bounce,6.1,Drama
,Rushmore,7.5,Drama
,Skyline,4.7,Drama
,The Second Best Exotic Marigold Hotel,6.3,Drama
,Kit Kittredge: An American Girl,6.4,Action|Fantasy|Horror|Mystery|Thriller
,The Perfect Man,5.5,Adventure|Animation|Children|Comedy|Fantasy
,Mo' Better Blues,6.3,Drama
,Kung Pow: Enter the Fist,6.1,Drama
,Tremors,6.6,Drama|Romance|War
,Wrong Turn,6,Drama
,The Long Riders,6.6,Horror
,The Corruptor,6,Comedy
,Mud,7,Drama|Film-Noir
,Reno 911!: Miami,5.6,Drama|Romance|Western
,One Direction: This Is Us,8,Comedy
,"The Goods: Live Hard, Sell Hard",5.4,Comedy|Drama
,Hey Arnold! The Movie,5.6,Drama
,My Week with Marilyn,6.6,Drama
,The Matador,6.2,Comedy|Drama
,Love Jones,8.1,Drama
,The Gift,6.7,Comedy|Drama
,End of the Spear,6.1,Comedy|Crime|Drama
,Get Over It,5.5,Comedy
,Office Space,7.4,Comedy|Drama
,Drop Dead Gorgeous,6.4,Comedy|Western
,Big Eyes,6.8,Drama|War
,Very Bad Things,6.2,Drama
,Sleepover,5.3,Documentary
,Body Double,6.4,Action|War
,MacGruber,5.1,Drama
,Dirty Pretty Things,6.8,Action|Adventure
,Movie 43,4.4,Comedy
,Over Her Dead Body,5.3,Drama
,Seeking a Friend for the End of the World,6.3,Documentary|Musical
,Cedar Rapids,5.9,Drama|War
,American History X,8.2,Comedy|Romance
,The Collection,5.9,Drama
,Teacher's Pet,5.5,Comedy
,The Red Violin,7.3,Crime|Drama
,The Straight Story,7.7,Drama
,Deuces Wild,5.5,Mystery
,Bad Words,6.4,Drama|Thriller
,"Run, Fatboy, Run",6.2,Crime|Drama|Mystery
,Heartbeeps,3.8,Drama
,Black or White,6.5,Action|Adventure|Fantasy
,On the Line,4.1,Drama|War
,Rescue Dawn,6.9,Drama|Romance
,Danny Collins,6.6,Drama|Romance|Sci-Fi
,"Jeff, Who Lives at Home",6.1,Children|Comedy|Fantasy
,I Am Love,6.9,Drama
,Atlas Shrugged Part II,5.4,Animation|Children|Musical|IMAX
,Romeo Is Bleeding,5.7,Drama
,The Limey,6.6,Drama|Romance
,Crash,7.2,Comedy|Drama
,The House of Mirth,6.4,Comedy|Drama|Musical
,Malone,6.8,Drama
,Peaceful Warrior,7.3,Action|Drama
,Bucky Larson: Born to Be a Star,4.4,Adventure
,Bamboozled,6.3,Comedy|Drama
,The Forest,4.8,Adventure|Drama
,Sphinx,6,Drama|Thriller
,While We're Young,5.8,Western
,A Better Life,7,Drama
,Spider,6.4,Adventure
,Gun Shy,5.4,Drama
,Nicholas Nickleby,6.8,Comedy|Drama
,The Iceman,6.4,Adventure|Comedy|Sci-Fi
,Krrish,5.5,Drama|Mystery|Thriller
,Cecil B. Demented,6.2,Comedy
,Killer Joe,6.5,Drama
,The Joneses,6.1,Drama
,Owning Mahowny,6.8,Comedy|Drama
,The Brothers Solomon,4.9,Drama
,My Blueberry Nights,6,Documentary
,Illuminata,6.3,Drama
,Swept Away,4.8,Action|Comedy|Crime|Drama
,"War, Inc.",5.6,Drama
,Shaolin Soccer,6.6,Drama
,The Brown Bunny,5.5,Drama
,The Swindle,6.4,Documentary
,Rosewater,6.5,Children|Drama
,The Chambermaid on the Titanic,5.3,Adventure|Sci-Fi|Thriller
,Coriolanus,5.9,Drama
,Imaginary Heroes,6.3,Drama
,High Heels and Low Lifes,6.4,Documentary
,World's Greatest Dad,6.5,Drama|Romance
,Severance,6.4,Drama
,Edmond,6,Drama|War
,Welcome to the Rileys,6.4,Action|Crime|Romance|Thriller
,Police Academy: Mission to Moscow,4.1,Crime|Drama
,Blood Done Sign My Name,6,Comedy|Drama|Musical|Romance
,Cinco de Mayo: La Batalla,5.8,Comedy|Drama
,Elsa & Fred,6.2,Drama
,"An Alan Smithee Film: Burn, Hollywood, Burn",3,Drama|Horror
,The Open Road,4.8,Thriller
,The Good Guy,5.4,Action|Mystery|Thriller
,Motherhood,4.7,Horror
,Free Style,5.8,Romance
,Strangerland,5.1,Adventure
,Janky Promoters,7,Action|Comedy
,Blonde Ambition,3.9,Drama
,The Oxford Murders,5.7,Comedy|Drama|Romance
,The Reef,5.4,Drama
,Eulogy,6.4,Drama
,White Noise 2: The Light,5.6,Animation|Children
,Beat the World,4.3,Drama
,Fifty Dead Men Walking,6.1,Drama
,Jungle Shuffle,6.5,Fantasy|Horror|Thriller
,Adam Resurrected,6.4,Drama
,Of Horses and Men,6.9,Drama
,It's a Wonderful Afterlife,4.3,Mystery|Thriller
,The Devil's Tomb,4,Drama
